person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
29,62000,MORTGAGE,14,EDUCATION,E,9600,0.1839,0,0.15483871,N,10,11.03490579,9.169622539
29,56000,MORTGAGE,4,MEDICAL,B,8000,0.1149,1,0.142857143,N,5,10.93312483,8.987321813
31,62000,MORTGAGE,7,PERSONAL,B,7500,0.1099,0,0.120967742,N,5,11.03490579,8.922791624
30,62000,MORTGAGE,7,PERSONAL,B,9600,0.1199,0,0.15483871,N,8,11.03490579,9.169622539
29,76000,RENT,2,HOMEIMPROVEMENT,B,8000,0.1136,0,0.105263158,N,5,11.23850178,8.987321813
27,76860,RENT,4,DEBTCONSOLIDATION,A,8000,0.0579,0,0.10408535,N,6,11.24975387,8.987321813
31,78000,RENT,2,VENTURE,A,8000,0.079,0,0.102564103,N,7,11.26447693,8.987321813
28,61200,RENT,12,MEDICAL,B,8000,0.1038,1,0.130718954,N,8,11.02191881,8.987321813
27,78500,RENT,6,VENTURE,A,8000,0.0859,0,0.101910828,N,5,11.27086664,8.987321813
31,62000,MORTGAGE,4,VENTURE,A,6550,0.0579,0,0.105645161,N,5,11.03490579,8.787372989
31,80000,RENT,1,EDUCATION,C,8000,0.1261,0,0.1,Y,7,11.28979441,8.987321813
27,56000,MORTGAGE,2,HOMEIMPROVEMENT,A,10000,0.0691,1,0.178571429,N,8,10.93312483,9.210440367
27,80500,RENT,2,PERSONAL,A,8000,0.0849,0,0.099378882,N,9,11.29602489,8.987321813
29,62000,MORTGAGE,10,EDUCATION,A,3600,0.0714,0,0.058064516,N,9,11.03490579,8.188966864
28,82000,RENT,12,PERSONAL,A,8000,0.0749,0,0.097560976,N,10,11.31448672,8.987321813
33,62000,MORTGAGE,3,EDUCATION,A,10000,0.0788,0,0.161290323,N,6,11.03490579,9.210440367
30,62000,MORTGAGE,4,PERSONAL,B,8000,0.1099,0,0.129032258,N,10,11.03490579,8.987321813
29,82710,RENT,2,PERSONAL,C,8000,0.1349,0,0.096723492,Y,9,11.32310788,8.987321813
29,62000,MORTGAGE,4,PERSONAL,D,3000,0.1484,0,0.048387097,N,7,11.03490579,8.006700845
31,62000,MORTGAGE,4,HOMEIMPROVEMENT,B,17000,0.1099,0,0.274193548,N,10,11.03490579,9.741027445
29,83500,RENT,1,MEDICAL,B,8000,0.1149,0,0.095808383,N,8,11.33261389,8.987321813
32,62000,MORTGAGE,6,PERSONAL,B,6000,0.1136,0,0.096774194,N,6,11.03490579,8.699681401
33,62000,MORTGAGE,3,EDUCATION,A,3700,0.0639,0,0.059677419,N,7,11.03490579,8.216358332
28,85000,RENT,8,DEBTCONSOLIDATION,B,8000,0.1171,0,0.094117647,N,5,11.3504183,8.987321813
30,62000,MORTGAGE,9,EDUCATION,C,5000,0.1311,0,0.080645161,Y,8,11.03490579,8.517393171
32,62000,MORTGAGE,3,EDUCATION,B,20000,0.1136,0,0.322580645,N,9,11.03490579,9.903537551
29,85000,RENT,12,PERSONAL,B,8000,0.1062,0,0.094117647,N,8,11.3504183,8.987321813
29,62000,MORTGAGE,4,HOMEIMPROVEMENT,C,20000,0.1099,0,0.322580645,Y,10,11.03490579,9.903537551
28,62000,MORTGAGE,8,PERSONAL,B,5000,0.1025,0,0.080645161,N,6,11.03490579,8.517393171
27,62000,MORTGAGE,6,VENTURE,A,3600,0.0714,0,0.058064516,N,9,11.03490579,8.188966864
28,86000,RENT,13,MEDICAL,A,8000,0.0599,0,0.093023256,N,10,11.3621142,8.987321813
34,86400,RENT,0,MEDICAL,C,8000,0.1349,0,0.092592593,Y,9,11.36675453,8.987321813
32,62000,OWN,1,EDUCATION,B,15000,0.1218,0,0.241935484,N,6,11.03490579,9.615872145
27,90000,RENT,0,MEDICAL,B,8000,0.1099,0,0.088888889,N,10,11.40757606,8.987321813
33,62000,OWN,2,HOMEIMPROVEMENT,C,9800,0.1379,0,0.158064516,Y,10,11.03490579,9.1902397
32,90000,RENT,0,PERSONAL,A,8000,0.0788,0,0.088888889,N,5,11.40757606,8.987321813
29,62000,MORTGAGE,0,PERSONAL,C,10000,0.1241,0,0.161290323,Y,9,11.03490579,9.210440367
27,93000,RENT,1,MEDICAL,A,8000,0.1099,0,0.086021505,N,7,11.44036552,8.987321813
34,93100,RENT,2,HOMEIMPROVEMENT,C,8000,0.1099,0,0.085929108,N,9,11.4414402,8.987321813
28,56000,MORTGAGE,5,HOMEIMPROVEMENT,C,5050,0.1229,1,0.090178571,Y,5,10.93312483,8.527341522
27,56000,MORTGAGE,0,EDUCATION,D,25000,0.1355,1,0.446428571,N,8,10.93312483,10.1266711
28,95000,RENT,5,EDUCATION,B,8000,0.1242,0,0.084210526,N,6,11.4616427,8.987321813
31,95000,RENT,5,PERSONAL,B,8000,0.1099,0,0.084210526,N,10,11.4616427,8.987321813
27,62000,MORTGAGE,1,HOMEIMPROVEMENT,B,3275,0.0933,0,0.052822581,N,8,11.03490579,8.094378445
29,62004,MORTGAGE,0,MEDICAL,B,12000,0.1111,0,0.193535901,N,7,11.03497031,9.392745259
29,99000,RENT,3,HOMEIMPROVEMENT,C,8000,0.1299,0,0.080808081,Y,8,11.50288523,8.987321813
33,104000,RENT,9,DEBTCONSOLIDATION,B,8000,0.1158,0,0.076923077,N,8,11.55215579,8.987321813
31,62100,MORTGAGE,4,EDUCATION,C,4800,0.1099,0,0.077294686,Y,10,11.03651737,8.476579509
34,105000,RENT,0,PERSONAL,A,8000,0.0838,0,0.076190476,N,8,11.56172515,8.987321813
29,105500,RENT,4,PERSONAL,A,8000,0.0749,0,0.075829384,N,7,11.56647571,8.987321813
28,103000,RENT,0,EDUCATION,D,8000,0.1461,1,0.077669903,N,10,11.54249398,8.987321813
32,62217,MORTGAGE,2,MEDICAL,C,6000,0.1427,0,0.096436665,Y,6,11.03839963,8.699681401
30,62256,MORTGAGE,1,HOMEIMPROVEMENT,D,9000,0.1505,0,0.144564379,Y,10,11.03902626,9.105090961
30,108000,RENT,1,PERSONAL,D,8000,0.1496,1,0.074074074,Y,7,11.58989577,8.987321813
28,62352,MORTGAGE,3,DEBTCONSOLIDATION,A,3800,0.0662,0,0.060944316,N,7,11.04056707,8.243019469
35,125000,RENT,11,EDUCATION,D,8000,0.1099,0,0.064,Y,7,11.73607702,8.987321813
30,62400,MORTGAGE,2,HOMEIMPROVEMENT,A,6000,0.0603,0,0.096153846,N,10,11.04133658,8.699681401
33,56400,MORTGAGE,3,EDUCATION,B,8500,0.1242,1,0.15070922,N,6,10.94024217,9.047939083
34,130000,RENT,2,VENTURE,B,8000,0.1099,0,0.061538462,N,10,11.77529742,8.987321813
27,62400,MORTGAGE,11,VENTURE,A,1000,0.0542,0,0.016025641,N,7,11.04133658,6.908754779
30,132640,RENT,6,VENTURE,C,8000,0.1357,0,0.060313631,N,5,11.79540151,8.987321813
27,62400,MORTGAGE,12,DEBTCONSOLIDATION,A,12000,0.0542,0,0.192307692,N,8,11.04133658,9.392745259
28,62400,MORTGAGE,4,MEDICAL,A,5400,0.0729,0,0.086538462,N,7,11.04133658,8.594339401
28,150000,RENT,1,EDUCATION,B,8000,0.1171,0,0.053333333,N,10,11.91839724,8.987321813
31,62400,MORTGAGE,8,EDUCATION,D,8500,0.1409,0,0.136217949,N,5,11.04133658,9.047939083
31,56400,MORTGAGE,4,MEDICAL,C,4000,0.1335,1,0.070921986,N,5,10.94024217,8.294299609
27,150000,RENT,2,EDUCATION,B,8000,0.1099,0,0.053333333,N,7,11.91839724,8.987321813
33,155000,RENT,3,MEDICAL,A,8000,0.079,0,0.051612903,N,6,11.95118685,8.987321813
28,160000,RENT,7,PERSONAL,B,8000,0.1269,0,0.05,N,7,11.98293534,8.987321813
27,160000,RENT,4,EDUCATION,B,8000,0.1242,0,0.05,N,9,11.98293534,8.987321813
29,215000,RENT,2,MEDICAL,B,8000,0.1071,0,0.037209302,N,7,12.27839796,8.987321813
31,552000,RENT,0,PERSONAL,A,8000,0.0729,0,0.014492754,N,10,13.22130514,8.987321813
32,62400,MORTGAGE,7,DEBTCONSOLIDATION,B,20000,0.1253,0,0.320512821,N,6,11.04133658,9.903537551
30,648000,RENT,4,DEBTCONSOLIDATION,C,8000,0.1273,0,0.012345679,Y,10,13.38164752,8.987321813
27,67000,RENT,1,DEBTCONSOLIDATION,C,8050,0.1472,0,0.120149254,N,9,11.11246282,8.993551586
33,55200,RENT,3,VENTURE,C,8100,0.1099,0,0.14673913,Y,10,10.91873635,8.99974279
30,62496,MORTGAGE,14,PERSONAL,B,3200,0.1099,0,0.051203277,N,8,11.04287383,8.07121854
32,35004,RENT,3,MEDICAL,D,8150,0.1649,0,0.232830534,Y,5,10.46324619,9.005895898
35,62500,OWN,2,MEDICAL,A,1600,0.0542,0,0.0256,N,5,11.04293784,7.378383713
27,62500,MORTGAGE,2,DEBTCONSOLIDATION,A,12000,0.0766,0,0.192,N,8,11.04293784,9.392745259
30,62500,MORTGAGE,8,MEDICAL,A,15000,0.0691,0,0.24,N,10,11.04293784,9.615872145
33,42996,RENT,2,DEBTCONSOLIDATION,A,8200,0.0788,0,0.190715415,N,9,10.66888562,9.012011377
29,62500,MORTGAGE,13,DEBTCONSOLIDATION,B,5000,0.1136,0,0.08,N,7,11.04293784,8.517393171
29,77000,RENT,0,EDUCATION,A,8225,0.1099,0,0.106818182,N,10,11.25157369,9.015055149
31,62500,OWN,0,VENTURE,C,3000,0.1392,0,0.048,Y,5,11.04293784,8.006700845
28,32500,RENT,0,MEDICAL,A,8250,0.0751,0,0.253846154,N,10,10.38902614,9.018089684
35,48000,RENT,7,MEDICAL,A,8250,0.0751,0,0.171875,N,6,10.77897712,9.018089684
27,62570,MORTGAGE,11,EDUCATION,D,25000,0.1484,0,0.399552501,N,5,11.04405719,10.1266711
28,56664,MORTGAGE,12,PERSONAL,D,16300,0.1491,1,0.287660596,Y,10,10.94491202,9.698981735
28,62851,MORTGAGE,8,DEBTCONSOLIDATION,B,12000,0.1099,0,0.19092775,N,6,11.04853804,9.392745259
33,62910,OWN,3,PERSONAL,D,7075,0.1758,0,0.112462248,N,8,11.04947631,8.864464055
32,19000,RENT,1,PERSONAL,A,8325,0.0662,1,0.438157895,N,9,9.852246888,9.027138428
31,26900,RENT,1,VENTURE,A,8325,0.0751,1,0.309479554,N,7,10.19991874,9.027138428
28,81120,RENT,0,PERSONAL,A,8350,0.0749,0,0.102933925,N,8,11.30369715,9.030136571
27,63000,MORTGAGE,12,DEBTCONSOLIDATION,C,15500,0.1465,0,0.246031746,N,5,11.05090588,9.648659817
33,63000,MORTGAGE,7,DEBTCONSOLIDATION,A,18250,0.089,0,0.28968254,N,9,11.05090588,9.811975152
28,30000,RENT,0,PERSONAL,B,8400,0.1189,0,0.28,N,10,10.30898599,9.036106025
31,63000,OWN,4,MEDICAL,A,5000,0.0603,0,0.079365079,N,5,11.05090588,8.517393171
30,32000,RENT,3,HOMEIMPROVEMENT,C,8400,0.1398,1,0.2625,N,9,10.37352243,9.036106025
30,63000,MORTGAGE,14,DEBTCONSOLIDATION,A,3500,0.0749,0,0.055555556,N,7,11.05090588,8.160803921
27,63000,MORTGAGE,11,EDUCATION,A,1700,0.0849,0,0.026984127,N,5,11.05090588,7.438971592
34,32758,RENT,0,DEBTCONSOLIDATION,D,8400,0.1496,1,0.256425911,N,5,10.39693301,9.036106025
27,63000,MORTGAGE,11,DEBTCONSOLIDATION,A,4400,0.0599,0,0.06984127,N,8,11.05090588,8.389587067
28,63000,MORTGAGE,7,EDUCATION,C,8575,0.1349,0,0.136111111,N,8,11.05090588,9.056722883
35,33144,RENT,3,VENTURE,D,8400,0.1491,0,0.253439537,N,8,10.40864715,9.036106025
34,63000,MORTGAGE,9,DEBTCONSOLIDATION,B,18000,0.1149,0,0.285714286,N,9,11.05090588,9.798182591
34,57000,MORTGAGE,6,HOMEIMPROVEMENT,A,2600,0.0599,1,0.045614035,N,7,10.95082409,7.863651265
31,33276,RENT,2,MEDICAL,F,8400,0.1843,1,0.252434187,Y,5,10.41262175,9.036106025
29,63000,MORTGAGE,5,MEDICAL,B,7400,0.1099,0,0.117460317,N,10,11.05090588,8.909370405
28,63000,MORTGAGE,7,HOMEIMPROVEMENT,C,6400,0.1479,0,0.101587302,N,9,11.05090588,8.764209507
27,63000,MORTGAGE,11,DEBTCONSOLIDATION,A,4000,0.0699,0,0.063492063,N,7,11.05090588,8.294299609
27,63000,MORTGAGE,12,PERSONAL,A,18000,0.0749,0,0.285714286,N,9,11.05090588,9.798182591
27,37000,RENT,7,MEDICAL,B,8400,0.0991,0,0.227027027,N,7,10.51870022,9.036106025
34,33500,RENT,4,MEDICAL,B,8400,0.1099,1,0.250746269,N,9,10.41933057,9.036106025
33,41000,RENT,2,MEDICAL,B,8400,0.1171,0,0.204878049,N,6,10.62135174,9.036106025
32,63000,MORTGAGE,6,PERSONAL,A,8000,0.0617,0,0.126984127,N,8,11.05090588,8.987321813
28,63000,MORTGAGE,1,HOMEIMPROVEMENT,B,11500,0.0999,0,0.182539683,N,8,11.05090588,9.350189267
27,63000,MORTGAGE,9,DEBTCONSOLIDATION,B,4500,0.0888,0,0.071428571,N,7,11.05090588,8.412054873
32,42000,RENT,0,DEBTCONSOLIDATION,A,8400,0.0788,0,0.2,N,9,10.64544871,9.036106025
28,63000,MORTGAGE,3,VENTURE,C,13500,0.1323,0,0.214285714,N,5,11.05090588,9.510519036
29,63000,OWN,13,HOMEIMPROVEMENT,A,15000,0.1099,0,0.238095238,N,7,11.05090588,9.615872145
29,63000,OWN,0,MEDICAL,B,9000,0.1099,0,0.142857143,N,9,11.05090588,9.105090961
35,49872,RENT,2,VENTURE,A,8400,0.0729,0,0.168431184,N,9,10.81723505,9.036106025
30,57000,MORTGAGE,3,MEDICAL,E,9000,0.1793,1,0.157894737,Y,6,10.95082409,9.105090961
30,63000,MORTGAGE,2,EDUCATION,B,8000,0.1025,0,0.126984127,N,6,11.05090588,8.987321813
34,63000,MORTGAGE,3,DEBTCONSOLIDATION,B,15000,0.1099,0,0.238095238,N,9,11.05090588,9.615872145
33,63000,OWN,2,EDUCATION,A,12800,0.0788,0,0.203174603,N,10,11.05090588,9.457278572
32,50400,RENT,11,EDUCATION,B,8400,0.1242,0,0.166666667,N,7,10.8277663,9.036106025
27,51000,RENT,1,HOMEIMPROVEMENT,B,8400,0.1071,0,0.164705882,N,5,10.83960052,9.036106025
28,63000,MORTGAGE,1,HOMEIMPROVEMENT,C,8000,0.1273,0,0.126984127,N,9,11.05090588,8.987321813
29,63000,MORTGAGE,5,HOMEIMPROVEMENT,B,5000,0.1114,0,0.079365079,N,9,11.05090588,8.517393171
31,63000,MORTGAGE,3,VENTURE,C,7000,0.1392,0,0.111111111,N,7,11.05090588,8.853808275
29,52000,RENT,3,VENTURE,A,8400,0.0579,0,0.161538462,N,6,10.85901823,9.036106025
29,63000,MORTGAGE,6,HOMEIMPROVEMENT,B,25000,0.1148,0,0.396825397,N,8,11.05090588,10.1266711
32,63000,MORTGAGE,12,EDUCATION,C,7000,0.1357,0,0.111111111,Y,7,11.05090588,8.853808275
27,52800,RENT,2,VENTURE,B,8400,0.1186,0,0.159090909,N,10,10.87428541,9.036106025
27,63000,OTHER,2,DEBTCONSOLIDATION,A,4500,0.0963,0,0.071428571,N,8,11.05090588,8.412054873
27,49600,RENT,2,EDUCATION,D,8400,0.1099,1,0.169354839,N,5,10.81176627,9.036106025
27,63000,MORTGAGE,11,PERSONAL,A,2500,0.0768,0,0.03968254,N,7,11.05090588,7.824445931
30,57996,RENT,2,DEBTCONSOLIDATION,C,8400,0.1298,0,0.144837575,Y,8,10.96814656,9.036106025
33,57000,MORTGAGE,3,EDUCATION,E,10000,0.1568,1,0.175438596,Y,8,10.95082409,9.210440367
30,52576,RENT,3,HOMEIMPROVEMENT,A,8400,0.0749,1,0.159768716,N,6,10.87003404,9.036106025
28,63000,MORTGAGE,0,EDUCATION,D,5000,0.1367,0,0.079365079,Y,7,11.05090588,8.517393171
27,63000,OWN,2,MEDICAL,A,9500,0.0807,0,0.150793651,N,6,11.05090588,9.159152335
27,65000,RENT,4,EDUCATION,A,8400,0.0699,0,0.129230769,N,5,11.08215793,9.036106025
32,65280,RENT,0,PERSONAL,C,8400,0.1361,0,0.128676471,N,9,11.08645631,9.036106025
31,63324,MORTGAGE,8,DEBTCONSOLIDATION,B,24000,0.1183,0,0.379003222,N,6,11.05603547,10.08585078
27,63344,MORTGAGE,3,HOMEIMPROVEMENT,B,8000,0.1136,0,0.126294519,N,10,11.05635126,8.987321813
27,71000,RENT,11,EDUCATION,C,8400,0.1261,0,0.118309859,Y,10,11.17044924,9.036106025
28,66000,RENT,12,DEBTCONSOLIDATION,A,8400,0.0751,1,0.127272727,N,8,11.09742517,9.036106025
29,63440,OWN,7,EDUCATION,A,20000,0.089,0,0.315258512,N,10,11.05786562,9.903537551
34,63500,MORTGAGE,18,HOMEIMPROVEMENT,A,5125,0.0849,0,0.080708661,N,5,11.05881093,8.542080907
28,75000,RENT,4,DEBTCONSOLIDATION,B,8400,0.1114,1,0.112,N,5,11.22525673,9.036106025
30,63500,MORTGAGE,9,VENTURE,D,12000,0.1533,0,0.188976378,Y,9,11.05881093,9.392745259
34,102000,RENT,4,EDUCATION,E,8400,0.1719,0,0.082352941,Y,10,11.5327379,9.036106025
27,57504,MORTGAGE,11,MEDICAL,B,17000,0.1218,1,0.295631608,N,8,10.95962718,9.741027445
28,63550,MORTGAGE,12,HOMEIMPROVEMENT,A,12500,0.1099,0,0.196695515,N,10,11.05959801,9.43356392
28,63600,MORTGAGE,12,DEBTCONSOLIDATION,A,3000,0.1099,0,0.047169811,N,7,11.06038447,8.006700845
35,57600,MORTGAGE,19,PERSONAL,A,2000,0.0676,1,0.034722222,N,9,10.96129521,7.601402335
31,19200,RENT,5,HOMEIMPROVEMENT,B,8500,0.1099,1,0.442708333,N,6,9.86271764,9.047939083
33,63600,MORTGAGE,4,DEBTCONSOLIDATION,C,8500,0.1323,0,0.133647799,N,8,11.06038447,9.047939083
28,20000,RENT,2,MEDICAL,B,8500,0.0888,1,0.425,N,10,9.903537551,9.047939083
29,63755,MORTGAGE,14,MEDICAL,C,3000,0.1099,0,0.047055133,Y,10,11.06281858,8.006700845
30,98000,RENT,14,PERSONAL,C,8525,0.1078,1,0.086989796,N,9,11.49273296,9.050875597
30,63830,MORTGAGE,2,HOMEIMPROVEMENT,E,15000,0.1799,0,0.234999217,N,5,11.06399424,9.615872145
27,63844,MORTGAGE,11,DEBTCONSOLIDATION,A,20000,0.0654,0,0.31326358,N,10,11.06421355,9.903537551
29,27840,RENT,0,PERSONAL,E,8575,0.1942,1,0.308010057,N,8,10.23426503,9.056722883
33,63996,MORTGAGE,15,DEBTCONSOLIDATION,A,3200,0.0542,0,0.050003125,N,6,11.06659149,8.07121854
29,63996,OWN,8,PERSONAL,C,12000,0.1261,0,0.187511719,N,5,11.06659149,9.392745259
27,35000,RENT,11,VENTURE,C,8575,0.1527,0,0.245,N,6,10.46313191,9.056722883
34,63996,MORTGAGE,2,EDUCATION,A,6400,0.08,0,0.10000625,N,9,11.06659149,8.764209507
27,30000,RENT,2,EDUCATION,A,8600,0.0751,0,0.286666667,N,8,10.30898599,9.059633755
27,32000,RENT,2,MEDICAL,D,8600,0.1602,1,0.26875,Y,6,10.37352243,9.059633755
35,35000,RENT,10,PERSONAL,D,8600,0.1599,0,0.245714286,N,5,10.46313191,9.059633755
30,64000,MORTGAGE,3,HOMEIMPROVEMENT,A,10200,0.0662,0,0.159375,N,8,11.06665399,9.230241034
30,43200,RENT,6,VENTURE,B,8600,0.1136,0,0.199074074,N,5,10.67361892,9.059633755
27,30000,RENT,4,PERSONAL,A,8650,0.0894,0,0.288333333,N,6,10.30898599,9.0654302
31,60682,RENT,3,PERSONAL,A,8650,0.0849,0,0.142546389,N,8,11.01341887,9.0654302
28,64000,MORTGAGE,7,EDUCATION,B,7000,0.1171,0,0.109375,N,9,11.06665399,8.853808275
28,64000,MORTGAGE,5,VENTURE,A,12000,0.0603,0,0.1875,N,8,11.06665399,9.392745259
28,28320,RENT,4,VENTURE,D,8700,0.1461,1,0.30720339,N,10,10.25135886,9.071193241
30,32004,RENT,2,PERSONAL,D,8700,0.1558,1,0.27184102,N,10,10.37364742,9.071193241
32,40320,RENT,4,MEDICAL,C,8700,0.1261,0,0.21577381,Y,5,10.6046277,9.071193241
29,45000,RENT,4,EDUCATION,A,8700,0.0788,0,0.193333333,N,9,10.71443999,9.071193241
31,58000,MORTGAGE,15,DEBTCONSOLIDATION,E,16000,0.1099,1,0.275862069,N,8,10.96821553,9.680406499
27,64000,MORTGAGE,11,MEDICAL,B,3500,0.1199,0,0.0546875,N,8,11.06665399,8.160803921
33,64000,MORTGAGE,3,VENTURE,A,8800,0.0749,0,0.1375,N,5,11.06665399,9.08262063
28,64000,MORTGAGE,4,PERSONAL,A,8825,0.0599,0,0.137890625,N,5,11.06665399,9.08545719
27,68000,RENT,4,HOMEIMPROVEMENT,A,8700,0.0788,0,0.127941176,N,5,11.12727769,9.071193241
34,64000,MORTGAGE,2,EDUCATION,A,9000,0.0692,0,0.140625,N,6,11.06665399,9.105090961
31,59000,RENT,2,HOMEIMPROVEMENT,C,8750,0.1268,0,0.148305085,N,9,10.98530967,9.076923259
35,64000,MORTGAGE,11,DEBTCONSOLIDATION,A,14500,0.0766,0,0.2265625,N,6,11.06665399,9.581972892
34,64000,MORTGAGE,1,MEDICAL,A,7200,0.0729,0,0.1125,N,7,11.06665399,8.881975184
27,65000,RENT,5,MEDICAL,B,8750,0.0963,0,0.134615385,N,5,11.08215793,9.076923259
28,64000,MORTGAGE,3,VENTURE,A,7200,0.0729,0,0.1125,N,8,11.06665399,8.881975184
27,64000,OWN,11,VENTURE,A,5000,0.0579,0,0.078125,N,5,11.06665399,8.517393171
34,42240,RENT,3,PERSONAL,C,8775,0.1306,0,0.207741477,Y,6,10.65114659,9.079776002
27,64000,MORTGAGE,0,MEDICAL,A,8000,0.0579,0,0.125,N,5,11.06665399,8.987321813
34,64000,MORTGAGE,2,HOMEIMPROVEMENT,A,8000,0.0691,0,0.125,N,6,11.06665399,8.987321813
32,145000,RENT,2,PERSONAL,B,8800,0.1059,0,0.060689655,N,7,11.88449592,9.08262063
28,64000,MORTGAGE,3,VENTURE,C,5000,0.1323,0,0.078125,Y,7,11.06665399,8.517393171
32,64000,MORTGAGE,2,EDUCATION,A,8000,0.0676,0,0.125,N,7,11.06665399,8.987321813
32,24000,RENT,0,VENTURE,D,9000,0.1562,1,0.375,N,7,10.08585078,9.105090961
33,58000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,0.1062,1,0.25862069,N,5,10.96821553,9.615872145
34,24000,RENT,0,EDUCATION,B,9000,0.1114,1,0.375,N,8,10.08585078,9.105090961
32,64000,MORTGAGE,3,HOMEIMPROVEMENT,A,13000,0.0788,0,0.203125,N,7,11.06665399,9.472781557
31,64000,MORTGAGE,15,EDUCATION,B,24000,0.1025,0,0.375,N,5,11.06665399,10.08585078
31,64000,MORTGAGE,15,DEBTCONSOLIDATION,C,20000,0.1099,0,0.3125,Y,5,11.06665399,9.903537551
35,58000,MORTGAGE,4,MEDICAL,D,15000,0.1399,1,0.25862069,Y,9,10.96821553,9.615872145
28,64049,MORTGAGE,7,EDUCATION,B,20000,0.1269,0,0.312260925,N,7,11.06741931,9.903537551
33,28200,RENT,2,EDUCATION,C,9000,0.1099,1,0.319148936,N,8,10.24711272,9.105090961
33,64197,MORTGAGE,7,MEDICAL,C,7600,0.1299,0,0.118385594,N,7,11.06972734,8.936035097
30,64300,MORTGAGE,4,HOMEIMPROVEMENT,D,14000,0.1533,0,0.217729393,Y,10,11.07133046,9.546884035
29,64320,MORTGAGE,13,MEDICAL,A,8000,0.0603,0,0.124378109,N,9,11.07164145,8.987321813
35,30000,RENT,0,MEDICAL,C,9000,0.1392,0,0.3,Y,7,10.30898599,9.105090961
29,32000,RENT,5,PERSONAL,D,9000,0.1677,0,0.28125,N,5,10.37352243,9.105090961
27,32000,RENT,4,MEDICAL,B,9000,0.1148,1,0.28125,N,8,10.37352243,9.105090961
31,64500,MORTGAGE,5,EDUCATION,A,7000,0.0788,0,0.108527132,N,5,11.07443601,8.853808275
27,64500,MORTGAGE,6,VENTURE,B,24000,0.1183,0,0.372093023,N,5,11.07443601,10.08585078
30,32400,RENT,0,PERSONAL,C,9000,0.1122,0,0.277777778,N,10,10.38594457,9.105090961
35,64500,MORTGAGE,7,MEDICAL,C,4500,0.1253,0,0.069767442,N,9,11.07443601,8.412054873
29,64548,MORTGAGE,3,MEDICAL,B,15000,0.1099,0,0.232385202,N,7,11.0751799,9.615872145
33,34000,RENT,3,VENTURE,C,9000,0.1417,1,0.264705882,Y,10,10.43414521,9.105090961
31,34000,RENT,1,PERSONAL,B,9000,0.1148,0,0.264705882,N,5,10.43414521,9.105090961
30,34000,RENT,3,PERSONAL,A,9000,0.1099,0,0.264705882,N,8,10.43414521,9.105090961
28,64700,MORTGAGE,4,EDUCATION,B,12000,0.1099,0,0.185471406,N,7,11.07753194,9.392745259
29,29000,RENT,1,HOMEIMPROVEMENT,A,9000,0.0654,1,0.310344828,N,9,10.27508559,9.105090961
32,35000,RENT,0,MEDICAL,A,9000,0.0859,0,0.257142857,N,6,10.46313191,9.105090961
29,58800,MORTGAGE,7,DEBTCONSOLIDATION,B,5000,0.1171,1,0.085034014,N,6,10.98191414,8.517393171
30,64800,MORTGAGE,7,EDUCATION,B,5600,0.1099,0,0.086419753,N,8,11.07907631,8.630700432
31,29000,RENT,5,MEDICAL,D,9000,0.1537,1,0.310344828,N,9,10.27508559,9.105090961
27,64800,MORTGAGE,12,VENTURE,A,6500,0.1099,0,0.100308642,N,6,11.07907631,8.77971129
35,58800,MORTGAGE,5,MEDICAL,D,12000,0.157,1,0.204081633,N,9,10.98191414,9.392745259
34,58800,MORTGAGE,3,HOMEIMPROVEMENT,E,17000,0.1774,1,0.289115646,N,10,10.98191414,9.741027445
29,30000,RENT,7,HOMEIMPROVEMENT,A,9000,0.0691,1,0.3,N,8,10.30898599,9.105090961
29,64992,MORTGAGE,4,EDUCATION,B,2500,0.0962,0,0.038466273,N,6,11.08203485,7.824445931
31,65000,MORTGAGE,3,DEBTCONSOLIDATION,A,23200,0.079,0,0.356923077,N,10,11.08215793,10.05195066
28,65000,MORTGAGE,5,MEDICAL,C,4500,0.1596,0,0.069230769,Y,9,11.08215793,8.412054873
27,65000,MORTGAGE,11,PERSONAL,A,3000,0.0751,0,0.046153846,N,8,11.08215793,8.006700845
27,36400,RENT,5,MEDICAL,A,9000,0.0749,0,0.247252747,N,8,10.50235153,9.105090961
27,59000,MORTGAGE,11,PERSONAL,A,3000,0.079,1,0.050847458,N,9,10.98530967,8.006700845
27,37000,RENT,4,MEDICAL,B,9000,0.1111,0,0.243243243,N,5,10.51870022,9.105090961
29,65000,MORTGAGE,2,VENTURE,A,10000,0.1099,0,0.153846154,N,5,11.08215793,9.210440367
32,37000,RENT,16,MEDICAL,A,9000,0.0692,0,0.243243243,N,8,10.51870022,9.105090961
27,37000,RENT,6,MEDICAL,A,9000,0.0894,0,0.243243243,N,7,10.51870022,9.105090961
31,37200,RENT,4,DEBTCONSOLIDATION,A,9000,0.0751,0,0.241935484,N,6,10.52409092,9.105090961
27,65000,MORTGAGE,5,VENTURE,B,13225,0.1269,0,0.203461538,N,6,11.08215793,9.489939868
35,38000,RENT,1,DEBTCONSOLIDATION,C,9000,0.1465,0,0.236842105,Y,8,10.54536775,9.105090961
