person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
28,RENT,12,PERSONAL,C,0.14650 ,1,0.24,N,9,10.40429314,8.987321813
33,RENT,3,EDUCATION,B,0.09990 ,1,0.4,N,5,10.30898599,9.390659926
34,RENT,3,MEDICAL,A,0.07900 ,1,0.07,N,8,11.91002905,9.392745259
27,MORTGAGE,11,MEDICAL,B,0.10650 ,0,0.1,N,7,11.55215579,9.210440367
27,OWN,1,HOMEIMPROVEMENT,B,0.12530 ,0,0.2,N,5,10.59655973,8.987321813
28,RENT,2,EDUCATION,D,0.16890 ,1,0.04,N,5,10.81979828,7.601402335
28,RENT,12,DEBTCONSOLIDATION,B,0.11110 ,0,0.3,N,7,10.59665973,9.392745259
27,RENT,0,MEDICAL,C,0.14270 ,0,0.1,N,9,10.13463896,7.844240718
32,RENT,1,PERSONAL,B,0.10990 ,0,0.08,N,8,11.28979441,8.764209507
30,RENT,0,MEDICAL,B,0.11990 ,0,0.04,N,6,10.64544871,7.523481313
29,RENT,6,EDUCATION,B,0.10650 ,0,0.13,N,6,10.77897712,8.70383872
29,RENT,4,PERSONAL,D,0.16490 ,0,0.18,N,7,11.08215793,9.392745259
28,MORTGAGE,13,MEDICAL,A,0.06990 ,0,0.07,N,9,11.15626481,8.517393171
29,RENT,5,VENTURE,C,0.15960 ,1,0.14,N,9,10.66888562,8.699681401
29,MORTGAGE,2,MEDICAL,A,0.06030 ,0,0.03,N,5,11.00211651,7.313886832
31,OWN,0,VENTURE,B,0.11140 ,0,0.26,N,10,10.08585078,8.732465848
27,MORTGAGE,4,MEDICAL,A,0.07140 ,0,0.09,N,5,11.50288523,9.105090961
27,MORTGAGE,11,PERSONAL,B,0.10620 ,0,0.11,N,7,12.24135774,9.998843186
27,RENT,6,EDUCATION,A,0.08590 ,0,0.1,N,8,11.27086664,8.987321813
31,MORTGAGE,3,DEBTCONSOLIDATION,C,0.13610 ,0,0.15,N,6,11.08215793,9.210440367
33,MORTGAGE,4,DEBTCONSOLIDATION,B,0.11490 ,0,0.07,N,9,11.17044924,8.575650761
29,MORTGAGE,1,PERSONAL,B,0.10250 ,0,0.06,N,6,11.50288523,8.699681401
27,MORTGAGE,1,DEBTCONSOLIDATION,B,0.10990 ,0,0.06,N,6,12.32386013,9.546884035
30,RENT,4,PERSONAL,B,0.11110 ,0,0.14,N,6,10.1266711,8.160803921
30,RENT,1,DEBTCONSOLIDATION,B,0.11490 ,1,0.12,N,10,10.94024217,8.853808275
29,MORTGAGE,0,VENTURE,A,0.07430 ,0,0.03,N,7,11.12716004,7.601402335
33,MORTGAGE,6,HOMEIMPROVEMENT,A,0.07510 ,0,0.09,N,9,11.84940484,9.472781557
33,MORTGAGE,5,EDUCATION,A,0.08940 ,0,0.05,N,6,11.40757606,8.343077871
30,RENT,8,MEDICAL,A,0.10990 ,0,0.08,N,8,11.00211651,8.517393171
29,RENT,3,PERSONAL,C,0.12990 ,0,0.08,Y,8,11.50288523,8.987321813
27,MORTGAGE,3,HOMEIMPROVEMENT,B,0.09880 ,0,0.3,N,5,10.81979828,9.615872145
35,RENT,1,VENTURE,A,0.07510 ,0,0.04,N,7,11.3504183,8.188966864
35,OWN,3,MEDICAL,A,0.09320 ,1,0.25,N,5,9.615872145,8.216358332
34,RENT,4,DEBTCONSOLIDATION,B,0.10360 ,0,0.17,N,10,10.2803131,8.517393171
33,MORTGAGE,1,EDUCATION,A,0.10990 ,0,0.14,N,6,11.10497226,9.127067453
28,RENT,3,EDUCATION,D,0.14610 ,0,0.23,N,9,10.64544871,9.169622539
31,RENT,2,VENTURE,A,0.07660 ,0,0.15,N,9,11.08061831,9.210440367
27,MORTGAGE,11,EDUCATION,C,0.13790 ,0,0.32,N,6,10.76597658,9.615872145
29,RENT,2,VENTURE,D,0.16000 ,1,0.12,Y,9,10.69196764,8.594339401
27,RENT,11,MEDICAL,D,0.16000 ,1,0.2,Y,5,11.33021583,9.903537551
34,RENT,1,VENTURE,C,0.13160 ,0,0.11,Y,6,10.83419388,8.594339401
35,RENT,2,MEDICAL,B,0.10990 ,0,0.21,N,7,10.53052164,8.987321813
35,MORTGAGE,4,DEBTCONSOLIDATION,A,0.05420 ,0,0.1,N,7,11.08215793,8.77971129
31,RENT,7,EDUCATION,B,0.10740 ,0,0.23,N,5,10.67565384,9.210440367
32,RENT,11,EDUCATION,A,0.07510 ,0,0.1,N,9,11.69525536,9.392745259
28,RENT,1,HOMEIMPROVEMENT,B,0.09200 ,0,0.13,N,8,11.25481514,9.210440367
30,RENT,2,PERSONAL,A,0.08900 ,0,0.17,N,9,11.17044924,9.392745259
29,RENT,7,DEBTCONSOLIDATION,C,0.14350 ,0,0.03,Y,8,11.19822842,7.824445931
31,MORTGAGE,2,EDUCATION,B,0.09250 ,0,0.09,N,9,12.03172521,9.648659817
33,RENT,0,EDUCATION,C,0.13040 ,1,0.38,Y,9,10.87814153,9.903537551
32,RENT,3,MEDICAL,B,0.10750 ,0,0.2,N,8,11.5228857,9.903537551
29,RENT,1,EDUCATION,D,0.15050 ,1,0.38,N,9,9.392745259,8.412054873
31,RENT,4,PERSONAL,D,0.15620 ,0,0.12,Y,6,10.81979828,8.699681401
27,MORTGAGE,4,HOMEIMPROVEMENT,A,0.08070 ,0,0.02,N,10,11.60824474,7.824445931
28,RENT,0,DEBTCONSOLIDATION,C,0.12870 ,1,0.42,N,8,10.08585078,9.210440367
30,MORTGAGE,14,EDUCATION,C,0.12720 ,0,0.12,Y,7,11.93032573,9.771440772
34,RENT,0,MEDICAL,B,0.10000 ,0,0.06,N,6,11.05887392,8.160803921
27,RENT,5,DEBTCONSOLIDATION,C,0.13230 ,0,0.18,Y,9,11.11246282,9.392745259
33,RENT,2,DEBTCONSOLIDATION,C,0.10990 ,0,0.3,Y,5,9.980494889,8.77971129
27,MORTGAGE,4,HOMEIMPROVEMENT,A,0.05420 ,0,0.05,N,10,10.80366923,7.824445931
29,MORTGAGE,13,MEDICAL,A,0.07140 ,0,0.1,N,7,11.29478189,8.987321813
30,RENT,2,HOMEIMPROVEMENT,B,0.12180 ,0,0.18,N,10,11.52782393,9.798182591
27,OWN,8,EDUCATION,D,0.14090 ,0,0.18,N,10,10.8589413,9.169622539
28,OWN,0,PERSONAL,A,0.07400 ,0,0.03,N,7,10.34177474,6.908754779
32,RENT,16,VENTURE,B,0.09910 ,0,0.13,N,6,10.79959599,8.74846363
28,MORTGAGE,3,MEDICAL,C,0.13230 ,0,0.08,N,6,11.06665399,8.517393171
29,RENT,5,PERSONAL,D,0.15330 ,0,0.16,Y,7,11.05090588,9.210440367
31,RENT,9,PERSONAL,C,0.14220 ,0,0.13,Y,5,11.06665399,8.987321813
27,RENT,0,PERSONAL,B,0.10740 ,0,0.13,N,10,10.34177474,8.294299609
27,RENT,8,VENTURE,C,0.10990 ,0,0.09,N,10,11.33858398,8.881975184
35,MORTGAGE,4,HOMEIMPROVEMENT,A,0.07490 ,0,0.2,N,6,10.33270174,8.699681401
27,OWN,9,PERSONAL,A,0.06030 ,0,0.27,N,5,10.71443999,9.392745259
35,MORTGAGE,9,DEBTCONSOLIDATION,B,0.09880 ,0,0.16,N,9,11.4510607,9.615872145
27,MORTGAGE,0,VENTURE,A,0.06620 ,0,0.24,N,8,10.81979828,9.392745259
30,MORTGAGE,12,HOMEIMPROVEMENT,B,0.10990 ,0,0.05,N,7,11.60824474,8.517393171
33,MORTGAGE,0,EDUCATION,B,0.09910 ,0,0.26,N,8,10.55583878,9.210440367
29,MORTGAGE,3,MEDICAL,B,0.10990 ,0,0.13,N,7,10.30898599,8.294299609
28,RENT,3,EDUCATION,B,0.09910 ,0,0.09,N,10,11.84940484,9.392745259
31,MORTGAGE,9,VENTURE,C,0.13850 ,0,0.09,N,7,12.52453001,10.1266711
34,OWN,1,HOMEIMPROVEMENT,B,0.09990 ,0,0.11,N,5,10.2399955,8.006700845
28,RENT,5,PERSONAL,D,0.14460 ,1,0.46,N,10,10.13463896,9.350189267
32,RENT,2,MEDICAL,C,0.13220 ,0,0.1,Y,6,10.99144326,8.699681401
29,RENT,5,PERSONAL,D,0.16770 ,0,0.28,N,8,10.37352243,9.105090961
27,RENT,2,VENTURE,D,0.10990 ,1,0.17,Y,5,10.81176627,9.036106025
27,MORTGAGE,6,HOMEIMPROVEMENT,E,0.17930 ,0,0.19,N,5,11.43281025,9.770013301
35,OWN,10,VENTURE,B,0.11830 ,0,0.15,N,9,11.98293534,10.08585078
27,MORTGAGE,11,VENTURE,B,0.08880 ,0,0.17,N,9,11.49273296,9.741027445
30,OWN,4,VENTURE,A,0.08000 ,0,0.17,N,8,10.37364742,8.612685173
30,RENT,5,MEDICAL,A,0.07140 ,0,0.07,N,5,10.59665973,8.006700845
32,MORTGAGE,1,EDUCATION,C,0.10780 ,0,0.09,Y,10,11.3504183,8.922791624
29,RENT,6,HOMEIMPROVEMENT,B,0.10740 ,0,0.09,N,5,11.22525673,8.77971129
29,MORTGAGE,5,DEBTCONSOLIDATION,A,0.07490 ,0,0.22,N,8,10.91510665,9.392745259
28,RENT,5,MEDICAL,B,0.11120 ,1,0.06,N,8,11.17606715,8.517393171
35,RENT,14,EDUCATION,A,0.10990 ,0,0.13,N,9,11.32495599,9.305741457
29,RENT,2,VENTURE,D,0.14960 ,1,0.25,N,10,11.01864554,9.615872145
27,RENT,5,VENTURE,A,0.06910 ,0,0.12,N,8,12.15478461,9.998843186
27,MORTGAGE,1,VENTURE,C,0.12840 ,0,0.15,N,8,11.5327379,9.615872145
34,RENT,3,EDUCATION,A,0.05790 ,0,0.11,N,10,11.33858398,9.105090961
33,OWN,0,MEDICAL,C,0.13160 ,1,0.19,N,5,9.837401167,8.160803921
28,MORTGAGE,12,DEBTCONSOLIDATION,A,0.07490 ,0,0.13,N,7,11.32056569,9.305741457
29,RENT,2,VENTURE,B,0.12690 ,1,0.17,N,5,9.798182591,8.006700845
30,MORTGAGE,1,DEBTCONSOLIDATION,D,0.15330 ,1,0.19,N,6,11.77913617,10.1266711
30,RENT,4,HOMEIMPROVEMENT,D,0.15650 ,0,0.23,N,7,11.56172515,10.09621313
28,RENT,3,VENTURE,C,0.12530 ,0,0.09,Y,5,10.91510665,8.517393171
29,RENT,4,DEBTCONSOLIDATION,B,0.10370 ,1,0.21,N,6,9.86271764,8.294299609
28,MORTGAGE,4,DEBTCONSOLIDATION,F,0.18620 ,1,0.38,Y,9,11.08226562,10.1266711
35,RENT,1,PERSONAL,C,0.14350 ,0,0.12,Y,5,9.980494889,7.824445931
32,MORTGAGE,6,PERSONAL,B,0.11580 ,0,0.09,N,5,11.08215793,8.630700432
35,MORTGAGE,11,PERSONAL,A,0.09320 ,0,0.04,N,8,11.52683823,8.412054873
31,MORTGAGE,9,HOMEIMPROVEMENT,A,0.07490 ,0,0.15,N,9,10.91510665,8.987321813
31,RENT,4,MEDICAL,C,0.14720 ,1,0.19,Y,6,9.287394001,7.601402335
27,RENT,4,VENTURE,A,0.07490 ,0,0.06,N,10,10.77897712,7.937731775
27,OWN,10,VENTURE,B,0.10990 ,0,0.24,N,6,10.70618396,9.289705927
30,RENT,8,VENTURE,B,0.11120 ,0,0.11,N,8,11.17044924,8.987321813
27,MORTGAGE,11,EDUCATION,B,0.11710 ,0,0.04,N,8,11.57120381,8.294299609
34,MORTGAGE,5,PERSONAL,E,0.17560 ,0,0.04,Y,8,11.77529742,8.517393171
31,MORTGAGE,12,VENTURE,B,0.11990 ,0,0.12,N,8,11.19135563,9.091106284
30,MORTGAGE,14,VENTURE,A,0.07430 ,0,0.05,N,10,11.73607702,8.657129032
35,MORTGAGE,3,VENTURE,B,0.11490 ,0,0.05,N,8,12.01370681,8.987321813
33,RENT,3,EDUCATION,E,0.15680 ,0,0.1,N,8,11.73610902,9.392745259
27,MORTGAGE,8,PERSONAL,A,0.07290 ,0,0.09,N,8,11.54249398,9.08262063
32,RENT,0,PERSONAL,A,0.07910 ,0,0.2,N,8,10.13463896,8.517393171
28,MORTGAGE,12,PERSONAL,B,0.12690 ,0,0.09,N,5,10.68053921,8.294299609
27,RENT,5,PERSONAL,B,0.10370 ,0,0.17,N,9,10.30898599,8.512381634
31,RENT,9,EDUCATION,B,0.11360 ,0,0.04,N,9,11.09742517,7.844240718
28,MORTGAGE,11,EDUCATION,E,0.16950 ,1,0.04,Y,8,12.32386013,9.105090961
35,MORTGAGE,0,DEBTCONSOLIDATION,B,0.12210 ,0,0.24,N,9,11.3504183,9.903537551
33,MORTGAGE,7,MEDICAL,C,0.15230 ,1,0.59,Y,7,10.89675784,10.37352243
33,RENT,2,VENTURE,A,0.07880 ,0,0.19,N,9,10.66888562,9.012011377
32,MORTGAGE,5,MEDICAL,A,0.06760 ,0,0.19,N,10,10.81979828,9.169622539
27,OWN,0,HOMEIMPROVEMENT,F,0.18090 ,0,0.45,Y,9,10.34820542,9.546884035
29,MORTGAGE,11,PERSONAL,B,0.10990 ,0,0.07,N,8,10.91510665,8.294299609
31,RENT,15,MEDICAL,B,0.12420 ,1,0.31,N,9,10.66897865,9.499346567
28,MORTGAGE,12,DEBTCONSOLIDATION,C,0.10780 ,1,0.19,Y,6,9.308374112,7.673688129
27,RENT,11,VENTURE,B,0.12420 ,0,0.05,N,8,11.51293546,8.517393171
32,RENT,2,PERSONAL,B,0.09990 ,0,0.1,N,8,10.59665973,8.294299609
32,MORTGAGE,10,VENTURE,B,0.08880 ,0,0.06,N,9,11.49330422,8.699681401
29,MORTGAGE,8,MEDICAL,A,0.07490 ,1,0.14,N,7,10.89675784,8.922791624
31,MORTGAGE,15,VENTURE,A,0.07880 ,0,0.09,N,7,11.84940484,9.392745259
33,RENT,3,MEDICAL,C,0.13570 ,0,0.29,Y,6,10.64544871,9.392745259
28,MORTGAGE,5,MEDICAL,A,0.06910 ,0,0.15,N,6,11.28984441,9.392745259
28,MORTGAGE,5,DEBTCONSOLIDATION,B,0.09450 ,0,0.45,N,8,10.70326694,9.903537551
31,RENT,3,PERSONAL,B,0.10000 ,0,0.08,N,5,11.66479641,9.093918909
29,MORTGAGE,13,HOMEIMPROVEMENT,B,0.11860 ,0,0.63,N,6,10.59665973,10.1266711
29,RENT,3,EDUCATION,A,0.07880 ,0,0.1,N,8,10.98530967,8.699681401
29,MORTGAGE,4,VENTURE,A,0.07140 ,0,0.06,N,5,11.17044924,8.294299609
28,RENT,0,EDUCATION,B,0.11110 ,0,0.29,N,9,10.64544871,9.392745259
29,OWN,3,HOMEIMPROVEMENT,A,0.07510 ,0,0.16,N,8,11.22525673,9.392745259
27,RENT,8,HOMEIMPROVEMENT,A,0.07290 ,0,0.12,N,5,11.55215579,9.457278572
28,RENT,5,EDUCATION,B,0.10990 ,0,0.2,N,10,9.903537551,8.294299609
35,MORTGAGE,8,MEDICAL,C,0.11970 ,0,0.04,N,10,10.77897712,7.601402335
29,RENT,6,MEDICAL,C,0.13570 ,1,0.34,N,5,10.37352243,9.287394001
34,MORTGAGE,5,VENTURE,A,0.07290 ,0,0.19,N,7,10.89675784,9.210440367
27,MORTGAGE,11,VENTURE,C,0.13480 ,0,0.19,N,5,11.4616427,9.798182591
29,MORTGAGE,13,MEDICAL,A,0.06990 ,0,0.14,N,10,11.15626481,9.210440367
27,OWN,11,PERSONAL,A,0.09320 ,0,0.16,N,9,10.59665973,8.764209507
33,RENT,2,MEDICAL,B,0.10990 ,0,0.03,N,5,10.95955762,7.601402335
31,MORTGAGE,12,VENTURE,C,0.12730 ,0,0.59,Y,6,10.51870022,9.998843186
33,MORTGAGE,7,VENTURE,B,0.10650 ,0,0.06,N,10,10.91510665,8.160803921
33,RENT,15,EDUCATION,B,0.09880 ,1,0.38,N,9,10.59665973,9.615872145
27,RENT,4,DEBTCONSOLIDATION,A,0.07140 ,0,0.18,N,5,10.21027348,8.476579509
31,RENT,4,MEDICAL,D,0.14420 ,0,0.28,Y,9,10.49130199,9.210440367
31,MORTGAGE,6,MEDICAL,A,0.06620 ,0,0.14,N,7,11.18443529,9.1902397
35,RENT,3,PERSONAL,A,0.07900 ,1,0.31,N,6,10.16589028,8.987321813
27,MORTGAGE,4,VENTURE,B,0.10990 ,0,0.09,N,9,11.22525673,8.798756583
33,RENT,0,EDUCATION,C,0.14650 ,1,0.09,Y,9,11.54249398,9.105090961
31,MORTGAGE,7,DEBTCONSOLIDATION,A,0.08000 ,0,0.11,N,7,11.08523009,8.853808275
34,MORTGAGE,3,HOMEIMPROVEMENT,A,0.07880 ,0,0.25,N,10,10.76428672,9.392745259
28,MORTGAGE,12,VENTURE,A,0.05990 ,0,0.18,N,7,11.3621142,9.655090294
28,OWN,2,MEDICAL,E,0.17740 ,1,0.4,Y,6,10.83960052,9.923339198
29,OWN,0,MEDICAL,D,0.17580 ,0,0.22,Y,6,10.71443999,9.210440367
29,MORTGAGE,9,EDUCATION,C,0.10990 ,0,0.18,Y,5,10.94554713,9.210440367
32,OWN,3,HOMEIMPROVEMENT,A,0.07510 ,0,0.34,N,5,10.70326694,9.615872145
33,MORTGAGE,3,HOMEIMPROVEMENT,A,0.06390 ,0,0.06,N,6,11.03490579,8.216358332
29,MORTGAGE,10,DEBTCONSOLIDATION,B,0.09910 ,0,0.11,N,6,11.09742517,8.853808275
32,RENT,17,MEDICAL,B,0.10370 ,0,0.05,N,9,11.6439625,8.699681401
30,OWN,3,PERSONAL,B,0.10750 ,0,0.22,N,5,11.30369715,9.798182591
30,MORTGAGE,14,DEBTCONSOLIDATION,C,0.13490 ,1,0.17,N,6,11.09742517,9.323758339
29,RENT,2,PERSONAL,C,0.13720 ,0,0.22,Y,8,11.42955473,9.903537551
30,MORTGAGE,0,EDUCATION,C,0.10990 ,0,0.2,N,5,10.81979828,9.210440367
33,MORTGAGE,6,VENTURE,A,0.05420 ,0,0.06,N,5,11.18443529,8.354909528
28,OWN,12,VENTURE,B,0.11830 ,0,0.14,N,5,11.98293534,10.04329297
35,RENT,2,PERSONAL,C,0.13490 ,0,0.01,N,8,11.23850178,6.908754779
27,MORTGAGE,12,MEDICAL,A,0.06030 ,0,0.04,N,8,11.3504183,8.243019469
31,RENT,6,VENTURE,B,0.12420 ,0,0.2,N,9,11.51293546,9.903537551
30,MORTGAGE,9,PERSONAL,A,0.08900 ,0,0.1,N,8,11.15626481,8.853808275
30,MORTGAGE,0,PERSONAL,A,0.08940 ,0,0.14,N,7,10.72768493,8.764209507
34,MORTGAGE,18,VENTURE,B,0.11710 ,0,0.45,N,7,11.03490579,10.2399955
31,RENT,5,HOMEIMPROVEMENT,A,0.07510 ,1,0.08,N,8,11.27716516,8.699681401
32,RENT,4,MEDICAL,A,0.07510 ,0,0.2,N,5,10.73641841,9.105090961
29,RENT,3,DEBTCONSOLIDATION,C,0.15270 ,1,0.23,N,10,11.06665399,9.615872145
27,MORTGAGE,8,DEBTCONSOLIDATION,C,0.12990 ,0,0.22,Y,10,11.96746641,10.46313191
27,OWN,1,EDUCATION,B,0.10590 ,0,0.49,N,6,10.43414521,9.726213237
29,RENT,1,HOMEIMPROVEMENT,C,0.13160 ,0,0.17,Y,5,11.17044924,9.392745259
30,MORTGAGE,7,DEBTCONSOLIDATION,B,0.11830 ,0,0.42,N,10,10.49130199,9.615872145
27,MORTGAGE,11,DEBTCONSOLIDATION,A,0.07510 ,0,0.05,N,10,11.34931182,8.412054873
28,RENT,7,VENTURE,F,0.19040 ,0,0.28,Y,5,10.81979828,9.546884035
30,RENT,2,VENTURE,B,0.12620 ,0,0.14,N,9,11.91839724,9.952325335
32,RENT,0,PERSONAL,C,0.13480 ,0,0.12,N,5,10.1266711,8.006700845
34,MORTGAGE,6,PERSONAL,C,0.13490 ,0,0.05,N,5,10.91510665,7.824445931
28,MORTGAGE,3,VENTURE,A,0.05790 ,0,0.1,N,5,11.60824474,9.305741457
29,RENT,0,VENTURE,D,0.14960 ,1,0.12,Y,5,10.64544871,8.517393171
30,MORTGAGE,3,VENTURE,D,0.14420 ,1,0.39,N,9,10.34177474,9.392745259
30,MORTGAGE,1,DEBTCONSOLIDATION,D,0.14540 ,1,0.13,N,10,11.64511971,9.575052928
32,MORTGAGE,5,VENTURE,A,0.07140 ,0,0.18,N,6,10.93312483,9.210440367
32,RENT,11,HOMEIMPROVEMENT,C,0.13220 ,0,0.22,Y,10,11.40757606,9.903537551
33,RENT,0,HOMEIMPROVEMENT,B,0.10390 ,0,0.1,N,9,11.01864554,8.699681401
27,RENT,1,DEBTCONSOLIDATION,B,0.11480 ,0,0.08,N,8,10.55843949,8.006700845
27,RENT,8,MEDICAL,A,0.06990 ,0,0.12,N,8,11.00211651,8.853808275
33,RENT,8,HOMEIMPROVEMENT,D,0.16290 ,0,0.02,N,9,11.13804291,7.090909822
31,MORTGAGE,15,MEDICAL,A,0.07880 ,0,0.2,N,5,11.12727769,9.517898598
27,MORTGAGE,5,VENTURE,B,0.11990 ,0,0.2,N,9,11.52258863,9.903537551
31,RENT,4,EDUCATION,B,0.11110 ,0,0.23,N,10,10.46718073,8.987321813
28,MORTGAGE,3,HOMEIMPROVEMENT,B,0.10990 ,0,0.17,N,10,11.55207887,9.798182591
29,MORTGAGE,2,DEBTCONSOLIDATION,A,0.08900 ,0,0.29,N,6,11.69525536,10.46313191
28,RENT,11,VENTURE,E,0.18640 ,1,0.1,Y,5,10.62135174,8.294299609
28,RENT,2,HOMEIMPROVEMENT,B,0.09960 ,0,0.27,N,9,11.21172577,9.903537551
27,RENT,3,VENTURE,A,0.06910 ,0,0.27,N,8,9.923339198,8.612685173
34,RENT,0,DEBTCONSOLIDATION,F,0.21360 ,1,0.09,N,7,10.26816539,7.824445931
29,OWN,11,MEDICAL,C,0.12990 ,0,0.12,N,8,10.46313191,8.343077871
31,MORTGAGE,3,DEBTCONSOLIDATION,B,0.10990 ,0,0.21,N,9,11.19822842,9.615872145
27,RENT,11,MEDICAL,B,0.10650 ,1,0.18,N,7,9.655090294,7.937731775
32,RENT,5,VENTURE,C,0.13110 ,0,0.17,Y,5,10.20362918,8.412054873
29,MORTGAGE,7,MEDICAL,B,0.11860 ,0,0.06,N,6,11.15626481,8.294299609
33,MORTGAGE,3,EDUCATION,B,0.10990 ,0,0.29,N,9,10.46313191,9.210440367
27,RENT,3,HOMEIMPROVEMENT,B,0.12420 ,0,0.07,N,10,12.0435596,9.398975291
30,RENT,1,HOMEIMPROVEMENT,C,0.10990 ,1,0.22,Y,8,10.43414521,8.922791624
30,RENT,14,PERSONAL,B,0.12690 ,0,0.09,N,10,10.83960052,8.476579509
34,MORTGAGE,2,DEBTCONSOLIDATION,D,0.16320 ,1,0.1,Y,9,12.47992832,10.1266711
31,OWN,1,VENTURE,D,0.14740 ,0,0.14,Y,7,9.780019639,7.824445931
31,OWN,0,PERSONAL,C,0.13570 ,0,0.29,Y,10,11.36791125,10.1266711
28,OWN,4,HOMEIMPROVEMENT,D,0.14840 ,0,0.07,N,8,12.25009432,9.615872145
35,RENT,3,DEBTCONSOLIDATION,C,0.13850 ,0,0.2,N,5,11.5327379,9.903537551
33,MORTGAGE,9,VENTURE,B,0.11110 ,0,0.07,N,8,11.28979441,8.699681401
27,RENT,3,EDUCATION,A,0.07490 ,0,0.25,N,9,11.28979441,9.903537551
34,MORTGAGE,1,EDUCATION,C,0.11780 ,0,0.22,Y,7,11.12727769,9.615872145
33,MORTGAGE,3,VENTURE,C,0.14220 ,1,0.05,Y,9,10.70101727,7.601402335
32,RENT,3,VENTURE,B,0.10370 ,0,0.24,N,7,9.903537551,8.466110401
33,MORTGAGE,4,VENTURE,A,0.06990 ,0,0.07,N,7,11.18443529,8.517393171
30,MORTGAGE,6,MEDICAL,A,0.07900 ,0,0.01,N,10,11.538018,7.313886832
27,RENT,1,PERSONAL,B,0.11830 ,0,0.07,N,9,10.64544871,8.006700845
29,MORTGAGE,2,MEDICAL,A,0.10990 ,0,0.06,N,7,12.07254697,9.210440367
30,RENT,4,DEBTCONSOLIDATION,A,0.06030 ,0,0.23,N,5,10.87806606,9.392745259
35,OWN,8,MEDICAL,A,0.08940 ,0,0.01,N,8,13.54370315,9.210440367
28,RENT,1,MEDICAL,B,0.12690 ,0,0.05,N,8,11.62626308,8.699681401
27,MORTGAGE,5,MEDICAL,D,0.15950 ,1,0.23,N,9,11.42737847,10.1266711
29,MORTGAGE,13,DEBTCONSOLIDATION,G,0.20160 ,1,0.42,Y,9,11.00211651,10.1266711
34,MORTGAGE,4,MEDICAL,A,0.06910 ,0,0.09,N,8,11.58989577,9.210440367
32,MORTGAGE,0,EDUCATION,A,0.08590 ,0,0.09,N,5,11.77529742,9.392745259
28,RENT,2,DEBTCONSOLIDATION,D,0.15310 ,1,0.19,Y,8,11.58989577,9.903537551
30,MORTGAGE,14,VENTURE,B,0.09910 ,0,0.05,N,9,11.77529742,8.853808275
28,MORTGAGE,4,HOMEIMPROVEMENT,A,0.06760 ,0,0.1,N,9,10.30898599,8.006700845
32,OWN,0,VENTURE,D,0.16020 ,0,0.24,N,8,10.42231111,8.987321813
28,MORTGAGE,0,MEDICAL,C,0.12980 ,0,0.18,Y,8,11.31448672,9.615872145
33,RENT,16,VENTURE,E,0.16400 ,0,0.2,Y,10,10.83567132,9.210440367
32,RENT,1,MEDICAL,A,0.08490 ,1,0.4,N,10,10.1266711,9.210440367
27,RENT,4,DEBTCONSOLIDATION,D,0.14910 ,1,0.19,N,10,10.3416457,8.661466681
32,RENT,1,VENTURE,A,0.06620 ,1,0.44,N,10,9.852246888,9.027138428
29,OWN,8,VENTURE,B,0.12120 ,0,0.19,N,7,10.81979828,9.182557991
34,OWN,19,MEDICAL,B,0.10990 ,0,0.16,N,10,11.49273296,9.680406499
27,MORTGAGE,3,PERSONAL,A,0.07740 ,0,0.08,N,7,11.23057582,8.699681401
28,RENT,0,MEDICAL,B,0.11110 ,0,0.28,N,8,10.49130199,9.210440367
31,RENT,1,VENTURE,B,0.11480 ,0,0.13,N,6,10.94024217,8.922791624
34,RENT,4,DEBTCONSOLIDATION,A,0.07660 ,0,0.14,N,6,11.43497473,9.476620038
27,RENT,3,MEDICAL,C,0.12990 ,1,0.07,N,6,11.72885103,9.227787286
34,MORTGAGE,7,EDUCATION,B,0.11710 ,0,0.17,N,10,10.77897712,9.036106025
28,MORTGAGE,6,PERSONAL,B,0.10990 ,0,0.25,N,8,11.58989577,10.21833479
27,MORTGAGE,11,MEDICAL,E,0.10990 ,1,0.19,Y,9,11.42737847,9.903537551
32,MORTGAGE,7,EDUCATION,A,0.07490 ,0,0.09,N,5,10.71443999,8.294299609
30,RENT,11,MEDICAL,C,0.12730 ,1,0.11,Y,8,10.71443999,8.517393171
34,RENT,2,VENTURE,B,0.10990 ,1,0.43,N,5,10.46313191,9.615872145
30,RENT,1,DEBTCONSOLIDATION,A,0.07740 ,0,0.14,N,10,10.59665973,8.612685173
28,RENT,1,EDUCATION,A,0.07900 ,0,0.11,N,8,11.15626481,8.96200721
30,RENT,2,EDUCATION,C,0.13060 ,1,0.4,Y,10,10.53478592,9.615872145
28,RENT,5,DEBTCONSOLIDATION,B,0.11990 ,1,0.31,N,10,10.77897712,9.615872145
35,RENT,0,MEDICAL,A,0.05420 ,0,0.22,N,6,10.30898599,8.775858315
28,RENT,0,PERSONAL,B,0.11110 ,1,0.09,N,8,10.46313191,8.006700845
28,MORTGAGE,12,DEBTCONSOLIDATION,B,0.10750 ,0,0.13,N,8,10.73852484,8.699681401
28,MORTGAGE,2,DEBTCONSOLIDATION,A,0.08590 ,0,0.22,N,10,10.70326694,9.210440367
28,RENT,11,DEBTCONSOLIDATION,C,0.11660 ,0,0.06,Y,7,11.62804718,8.853808275
